EncounterID,SentenceID,Sentence,IsHallucination,GPTreason,GPTReasonCategoryLast,GPTReasonCategoryAll,GPTJudgement
HaluSum000427-0,0,"Jurors in sentencing phase in Dzhokhar Tsarnaev's trial hear of loss. Victims testify about the impact of the bombing on their lives.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which discusses the jury hearing about the losses and impact of the bombing on the lives of the victims.",12,['12'],0
HaluSum000427-1,0,"The prosecution in the Dzhokhar Tsarnaev trial has sought to minimize the severity of the bombing at the Boston Marathon in 2013. They argue that the Tsarnaev brothers were not solely responsible for the bombings, and that they were coerced into perpetrating the attack. In addition, they argue that the victims who were injured or killed were not really affected by the bombings, and that their testimony is exaggerated. The defense team argues that Tsarnaev should not face the death penalty.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that the prosecution sought to minimize the severity of the bombing or argued that the victims were not really affected. In fact, the document describes the prosecution showing a defiant image of Tsarnaev and presenting testimonies about the heartbreaking losses and impact of the bombings. Additionally, there is no mention of the prosecution arguing that the Tsarnaev brothers were coerced or not solely responsible. The defense's argument regarding the death penalty is not contradicted, but the other claims are not supported by the source document.",8,['8'],1
HaluSum000428-0,0,"Wei Tingting, Wang Man, Zheng Churan, Li Tingting and Wu Rongrong are free. They will be under police surveillance for a year and have their activities restricted, attorney says. The international community has harshly criticized keeping the women in custody.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that the five female activists were released but will be under police surveillance and have their movements and activities restricted. The international community's criticism is also mentioned. Therefore, there is no hallucination present.",12,['12'],0
HaluSum000428-1,0,"Chinese police have finally released five female activists following international pressure, although they will be put in jail for a year under surveillance, after being detained for allegedly causing public unrest.",1,"These are hallucinations because:
 Hallu_8. The source document states that the women ""were freed"" and ""will be under police surveillance for a year,"" but it does not mention that they will be put in jail. The claim that they will be jailed contradicts the information provided in the source document.",8,['8'],1
HaluSum000429-0,0,"U.S. Sen. Jim Inhofe: Nuclear is our largest source of carbon-free energy, generating over 60% of our carbon-free electricity. So why doesn't the President's climate plan, allegedly aimed at reducing carbon emissions, do more with nuclear power?
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is actually supported by the source document, which states ""Nuclear is our largest source of carbon-free energy, generating over 60% of our carbon-free electricity."" The question posed by the sentence regarding the President's climate plan is a logical inference based on the information given in the source document. Therefore, it does not fit into hallucination categories 1-11.",12,['12'],0
HaluSum000429-1,0,"Nuclear power is the key to solving climate change, but the Obama administration has intentionally phased out the industry by assuming no new construction and the retirement of 96 of the 99 existing nuclear plants by 2050. EPA's modeling creates incentives for states to shut down nuclear plants and replace them with natural gas combined cycle plants, which leads to increased emissions in the real world. The Obama administration is neither serious about reducing carbon emissions nor pursuing an all-of-the-above energy strategy, despite claiming to support nuclear energy.",1,"These are hallucinations because:
 Hallu_12. The sentence is largely supported by the source document, which discusses the Obama administration's energy policy plan and its bias against nuclear energy, the EPA's modeling assumptions, and the implications for carbon emissions and energy strategy. The sentence does not introduce new information that is unsupported by the source document, nor does it contradict the information provided. Therefore, it does not fit into hallucination categories 1-11.",12,['12'],0
HaluSum000430-0,0,"In a few years, the military will be unable to recruit enough qualified soldiers because of America's obesity problem. Carol Costello: We have a serious national security issue at hand, but it's within our control if we could own up to it.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that ""In about five years, so many young Americans will be grossly overweight that the military will be unable to recruit enough qualified soldiers,"" and refers to obesity as ""becoming a national security issue."" Therefore, the sentence does not contain hallucinated information.",12,['12'],0
HaluSum000430-1,0,"The United States Army has declared a national state of emergency due to the alarming increase in the number of overweight Americans. Within the next five years, more than 50% of young Americans will be grossly overweight, making them ineligible for military service, according to Maj. Gen. Allen Batschelet, chief of U.S. Army Recruiting Command. He emphasized that obesity is a major concern that must be addressed soon.",1,"These are hallucinations because:
 Hallu_8. The source document does not state that the United States Army has declared a national state of emergency. It does mention that obesity is becoming a national security issue according to Maj. Gen. Allen Batschelet, but it does not equate to a formal declaration of a state of emergency. The rest of the sentence is supported by the source document, which does forecast that in about five years, so many young Americans will be grossly overweight that the military will be unable to recruit enough qualified soldiers.",8,['8'],1
HaluSum000431-0,0,"Victoria Maizes, a doctor, says she avoids Girl Scout cookies because they contain sugar, fats. Can't Scouts promote healthy snacks? She says pediatricians offer little guidance on nutrition, yet a diet low in sugars, GMO's, transfats, lowers overall mortality.
",0,"These are hallucinations because:
 Hallu_12. The sentence is a summary of the source document's main points and does not contain any hallucinated information. The source document indeed mentions that the author, a physician, avoids Girl Scout cookies due to their unhealthy ingredients and expresses concern over the lack of nutrition education among pediatricians. It also discusses how a healthier diet can lower overall mortality. Therefore, the sentence is supported by the source document.",12,['12'],0
HaluSum000431-1,0,"Girl Scout cookies have been found to contain a dangerous amount of GMOs, which can lead to cancer and heart disease. The organization should consider promoting healthier snacks to avoid these risks.",1,"These are hallucinations because:
 Hallu_8. The source document does not state that Girl Scout cookies have been found to contain a dangerous amount of GMOs. It mentions concerns about GMOs and their potential risks, but it does not make a definitive claim about the amount being dangerous. The suggestion that the organization should promote healthier snacks is an opinion or recommendation, not a factual claim supported by the source document.",8,['8'],1
HaluSum000432-0,0,"Video shows ESPN reporter Britt McHenry berating and belittling a tow company worker. Drexler: She was wrong to act that way, but aren't we too quick to judge without seeing full video?
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that a video surfaced showing Britt McHenry berating and belittling an employee of a tow company. The latter part of the sentence reflects the opinion presented in the source document about the public's quick judgment without seeing the full video. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000432-1,0,"ESPN reporter Britt McHenry has been exposed as a mean girl who never left high school after a video was released of her berating and belittling a tow company worker. While many were quick to blame McHenry, it's important to consider the other side of the story – perhaps the employee provoked her and contributed to the argument that surely escalated as the video went on. Nonetheless, it's clear that McHenry feels entitled and even looks down on those who work at a ""scumbag place"" like the tow company. We need to question whether she's truly equipped to handle being a public figure if she can't even handle herself in this sort of situation.",1,"These are hallucinations because:
 Hallu_7. The source document does suggest that McHenry displayed behavior that could be characterized as ""mean girl,"" but it does not explicitly state that she ""never left high school,"" which is an interpretation rather than a fact. Additionally, the source document does mention that the video was heavily edited and only included McHenry's responses, not the comments of the employee, which could imply provocation. However, the sentence's claim that it's ""clear that McHenry feels entitled"" is an interpretation of her character that is not directly supported by the source document. The source document does discuss the concept of entitlement but does not make a definitive statement about McHenry's personal feelings or her qualifications as a public figure. Therefore, the sentence omits key information that changes the meaning of McHenry's actions and the context in which they occurred.",7,['7'],1
HaluSum000433-0,0,"Walter Scott was killed by a South Carolina police officer in April. Danny Cevallos: Failure to pay child support should be a civil matter, not a crime.
",0,"These are hallucinations because:
 Hallu_1. The source document does not provide the specific month when Walter Scott was killed, nor does it mention the name ""Danny Cevallos"" in relation to the opinion on child support being a civil matter.",1,['1'],1
HaluSum000433-1,0,"Armed police officers in South Carolina are authorized to use lethal force against deadbeat dads for failing to pay child support. This authority has resulted in the killing of Walter Scott, who was shot by a police officer for failing to pay over $18,000 in unpaid child support. The use of the police force as a collection agency has sparked debate on whether this practice should continue.",1,"These are hallucinations because:
 Hallu_8. The source document does not state that armed police officers are authorized to use lethal force against deadbeat dads for failing to pay child support. It discusses the potential for escalation to lethal force during any arrest, but does not specifically authorize it for child support cases. Additionally, the document does not claim that Walter Scott was shot for failing to pay child support; it suggests that the shooting occurred during an incident related to a bench warrant, which is a different context. The sentence also implies causation (""This authority has resulted in the killing of Walter Scott"") that is not supported by the source document.",8,['8'],1
HaluSum000434-0,0,"A businesswoman worries that if Hillary Clinton becomes president, her hormones will make her go to war. Mel Robbins: What's scary is that the bias against women in the workplace is still going strong in 2015.
",0,"These are hallucinations because:
 Hallu_1. The source document does mention a businesswoman's concern about Hillary Clinton's hormones potentially leading to war, but Mel Robbins does not specifically say that ""What's scary is that the bias against women in the workplace is still going strong in 2015"" in the context of this concern. The sentence combines two separate ideas from the source document into one, which is not directly supported by the text.",1,['1'],1
HaluSum000434-1,0,A female businesswoman from Texas claimed that women are unable to control their hormones and therefore should not become president. She then moved to Canada when Hillary Clinton was elected as the first female president of the United States.,1,"These are hallucinations because:
 Hallu_8. The source document does mention a female businesswoman from Texas (Cheryl Rios) claiming that women should not be president due to hormonal issues. However, the claim that she moved to Canada when Hillary Clinton was elected as the first female president of the United States is unsupported by the source document, as Hillary Clinton was not elected president.",8,['8'],1
HaluSum000435-0,0,"Obama recently explained U.S. foreign policy moves on Iran and Cuba. Sager: Misguided U.S. leadership and policies are reasons for the enduring tragedy in the Middle East.
",0,"These are hallucinations because:
 Hallu_12. The sentence is a combination of two separate ideas from the source document. The first part of the sentence, ""Obama recently explained U.S. foreign policy moves on Iran and Cuba,"" is supported by the source document. However, the second part, ""Sager: Misguided U.S. leadership and policies are reasons for the enduring tragedy in the Middle East,"" is not directly supported by the source document. The source does imply criticism of U.S. policies but does not specifically attribute the ""enduring tragedy in the Middle East"" to ""misguided U.S. leadership and policies"" as a direct quote or statement from someone named Sager. Therefore, the reason for the hallucination is not covered by the first 11 categories, and I have to use Hallu_12.",12,['12'],0
HaluSum000435-1,0,"The U.S. maintains a clear and effective foreign policy toward the Middle East according to President Obama, who recently stated that ""Our capabilities will continue to be preserved in the region."" Despite challenges, the President is focused on ensuring that the ""region is working"" and that U.S. interests are protected. Criticisms of U.S. leadership are unfounded and misguided.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that the U.S. maintains a clear and effective foreign policy toward the Middle East according to President Obama. Instead, it suggests that the region is far from reassured by the U.S. policy. The phrase ""region is working"" is directly contradicted by the source document's statement that ""the region is (not) working."" Additionally, the source document does not state that criticisms of U.S. leadership are unfounded and misguided; it actually provides a critical view of the ""Obama doctrine"" and U.S. policies.",8,['8'],1
HaluSum000436-0,0,"Peter Moskos: Reserve cop, 73, meant to use a Taser on a man, but shot him dead instead. Why was a volunteer cop witha  gun in a violent crimes unit? He says the man may have bought his way in with donations to police. Cops are, and should be, wary of those a little too eager to be police. Moskos: Right approach is unarmed auxiliary cops, like in NYC, volunteering as a way to connect public to police.
",0,"These are hallucinations because:
 Hallu_1. The source document does not mention anyone named Peter Moskos, so attributing the quote to him is not supported by the source. Additionally, the source document does not explicitly state that Bates thought the man ""may have bought his way in with donations to police,"" this is an inference that is not directly supported by the text. The rest of the sentence is largely supported by the source document, as it discusses Bates' involvement in the shooting, his status as a reserve deputy, and the issue of volunteers in police work.",1,['1'],1
HaluSum000436-1,0,"A man mistakenly shot by a volunteer cop in Tulsa was reportedly part of an undercover operation, drawing questions about why these efforts were being led by someone not part of the regular force. Many have speculated that the reserve deputy had used donations to the police to gain his position, while others remain concerned about the eagerness of some individuals to take on the role of law enforcement. Despite the incident, it is important for police departments to continue to foster strong relationships with volunteers, including through programs like the one in New York City, where civilians are able to get a taste of police work without the same level of training, expertise or weaponry.",1,"These are hallucinations because:
 Hallu_1. The source document does not report that the man shot was part of an undercover operation, nor does it discuss speculation about the reserve deputy using donations to gain his position. The source does mention donations made by Bates, but it does not directly link these to his position on the force. Additionally, the source document does not mention a program in New York City where civilians can get a taste of police work without the same level of training, expertise, or weaponry. The mention of New York City's auxiliary police is about volunteers who help with neighborhood events and other nonenforcement activities, and they do not carry a gun, which is different from the claim in the sentence.",1,['1'],1
HaluSum000437-0,0,"S.E. Cupp: Clinton making women central to outreach, but she should really focus on men. In 2014 election, overplaying to one gender failed -- particularly with ""war on women""
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is a summary of the source document's content and does not contain any factual inaccuracies or unsupported claims when compared to the source document. The source document discusses Hillary Clinton's campaign focus on women and the pitfalls of overemphasizing one gender based on past election outcomes, which aligns with the content of the sentence. Therefore, it does not fit into hallucination categories 1-11.",12,['12'],0
HaluSum000437-1,0,"Hillary Clinton has made women and motherhood a central part of her campaign, but this strategy has proven to be a failure in past elections as Democratic candidates who pandered to women crashed and burned. Clinton needs to focus on appealing to men if she wants to win the election.",1,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which discusses the focus on women and motherhood in Hillary Clinton's campaign and the failure of similar strategies in the past. It also mentions the need for Clinton to appeal to men, aligning with the claim made in the sentence. Therefore, it does not fit into hallucination categories 1-11.",12,['12'],0
HaluSum000438-0,0,"Raul Reyes: In seeking Latino vote, Marco Rubio his own worst enemy on two key issues: immigration reform, Cuba relations. He says on health care, climate change and other issues, he breaks from Latinos' positions. Polls show they don't favor him.
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is a summary of the source document's content, and it accurately reflects the main points regarding Marco Rubio's stance on immigration reform, Cuba relations, health care, climate change, and his lack of appeal to Latino voters as discussed in the source document. Therefore, it is not a hallucination.",12,['12'],0
HaluSum000438-1,0,"Senator Marco Rubio has emerged as the most promising candidate for the Republican Party in the upcoming presidential elections. His youthful energy and charismatic personality are what the party needs to compete against Hillary Clinton. Rubio's positions on health care and smaller government align with the views of the majority of Hispanics in America. Despite his previous involvement in drafting a bipartisan proposal for comprehensive reform of the nation's undocumented immigrants, Rubio now favors a piecemeal approach starting with border control. Rubio's bold policy proposals set him apart from his Republican counterparts, with his vision for climate change action and legalizing medical marijuana. With his early start in the presidential race, Rubio is positioning himself as the next generation of GOP leadership and could be the key to winning over Latino voters.",1,"These are hallucinations because:
 Hallu_8. The source document does not support the claim that Rubio is the most promising candidate; it actually suggests he has little appeal to Latino voters and faces a steep climb to the nomination. The document also states that his positions on health care and smaller government do not align with the majority of Hispanic views. Furthermore, the source does not mention Rubio having bold policy proposals on climate change action or legalizing medical marijuana, which contradicts the sentence's claims. Lastly, the source indicates that Rubio's early start in the presidential race is with a fresh face on stale ideas, not as a next generation of GOP leadership that could win over Latino voters.",8,['8'],1
HaluSum000439-0,0,"Sawyer Sweeten played across from his twin brother and their sister as the children of Ray and Patricia Barone. Report: Sweeten was visiting family in Texas and is believed to have shot himself.
",0,"These are hallucinations because:
 Hallu_5. The source document states that Sawyer Sweeten played Geoffrey Barone and his real-life twin brother Sullivan starred as Michael Barone, and their sister, Madylin, played their TV sister Ally Barone. However, it does not state that they played the children of Ray and Patricia Barone. The characters Ray and Debra Barone, played by Ray Romano and Patricia Heaton, were the parents in the show. The second part of the sentence about Sweeten visiting family in Texas and the belief that he shot himself is supported by the source document.",5,['5'],1
HaluSum000439-1,0,"Child star Sawyer Sweeten tragically took his own life at the age of 19 while visiting family in Texas. His iconic role on the beloved sitcom ""Everybody Loves Raymond"" left a lasting impact on fans worldwide.",1,"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which states that Sawyer Sweeten committed suicide at the age of 19 while visiting family in Texas and mentions his role on ""Everybody Loves Raymond."" Therefore, there is no hallucination present in this sentence.",12,['12'],0
HaluSum000440-0,0,"NFL investigating why game balls provided by New England Patriots for championship game were underinflated. It's not clear when investigation by attorney Ted Wells will be complete. Patriots say they follow the rules and expect to be vindicated and get an apology.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which discusses the NFL's investigation into the underinflated game balls provided by the New England Patriots, the involvement of attorney Ted Wells, and the Patriots' expectation of an apology if no wrongdoing is found.",12,['12'],0
HaluSum000440-1,0,"The New England Patriots have been found guilty of deflating game balls in the AFC Championship game, leading to an unfair advantage in their victory over the Indianapolis Colts. The NFL has already issued a severe punishment to the team, including a loss of draft picks and heavy fines. Quarterback Tom Brady has been suspended for several games and head coach Bill Belichick has been fired. Fans and analysts alike have criticized the Patriots for their lack of sportsmanship and respect for the game.",1,"These are hallucinations because:
 Hallu_8. The grounding source does not confirm that the New England Patriots have been found guilty; it only mentions an ongoing investigation. There is no mention of a punishment being issued, Tom Brady being suspended, or Bill Belichick being fired. The sentence also includes opinions (""lack of sportsmanship and respect for the game"") that are not present in the source document.",8,['8'],1
HaluSum000441-0,0,"Police say the thieves gained entry through the building's communal elevator shaft. Police give no value of the amount taken in the heist in London's jewelry district. There's no evidence of forced entry to the building, police say.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that the thieves appeared to have gained access to the vault through the shaft of an elevator that is used by several businesses in the building, and that there was no sign of forced entry. The source document also confirms that the police did not have a figure for the value of what was stolen. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000441-1,0,"The heist at Hatton Garden Safe Deposit Ltd. was thought to be an inside job due to the lack of forced entry. The value of the stolen items is estimated to be over £200 million, with cash and jewels being the primary targets. The thieves were likely professionals in the diamond trade and are believed to have already left the country.",1,"These are hallucinations because:
 Hallu_8. The source document does not confirm that the heist was thought to be an inside job; it only mentions that ""whether that involves inside knowledge will form part of the investigation."" The estimated value of stolen items being over £200 million is not stated as a fact but is mentioned as speculation by a former police official and widely reported by the media. The claim that the thieves were likely professionals in the diamond trade is not supported by the source document, which only describes the crime as sophisticated and suggests a limited number of people in the UK could have pulled it off. Lastly, the belief that the thieves have already left the country is also not supported; the source document states that the detective ""had no idea whether the thieves were still in the country.""",8,['8'],1
HaluSum000442-0,0,"British tabloid releases video it says shows the robbery being carried out. British police say they didn't respond to a burglar alarm in jewelry district. Police give no value of the amount taken in the heist in London's jewelry district.
",0,"These are hallucinations because:
 Hallu_1. The source document states that ""The Daily Mirror claimed Friday to have obtained closed-circuit TV footage that captured the robbery being carried out,"" which supports the first part of the sentence. However, the second part of the sentence, ""British police say they didn't respond to a burglar alarm in jewelry district,"" is not accurate according to the source document. The source document actually states that the police knew a burglar alarm went off but didn't respond because ""A grade was applied to the call that meant that no police response was deemed to be required."" Lastly, the third part of the sentence, ""Police give no value of the amount taken in the heist in London's jewelry district,"" is contradicted by the source document which states, ""The theft was so big that police haven't come up with a value for what was stolen,"" implying that they have not given a value because it has not been determined, not because they chose not to provide it.",1,['1'],1
HaluSum000442-1,0,"Thieves in London's jewelry district stole over $300 million in a sophisticated heist, captured on video by a British tabloid. Police received an alarm but did not respond, and now are investigating their decision not to act. The Hatton Garden Safe Deposit Ltd. company, the target of the theft, had been in business for over 60 years and held important and irreplaceable personal belongings.",1,"These are hallucinations because:
 Hallu_2. The source document mentions that a former police official speculated that the loss could run to £200 million, or $300 million, but it also states that numerous British news organizations put the value of the loss in the hundreds of thousands of pounds. Therefore, the claim of over $300 million stolen is not supported by the source document and contradicts the lower estimates provided. Additionally, the source document does not confirm that the video was of the heist, as the police said they could not confirm that it was footage from the Hatton Garden robbery and that officers have not seen that particular video. The sentence also states that the company had been in business for over 60 years, which is not mentioned in the source document; it only says the company was founded in 1954, which would make it over 60 years but does not provide the exact number of years in business.",2,['2'],1
HaluSum000443-0,0,"Loeb says he filed the lawsuit and doesn't want want money from his ""ex"" Nick Loeb reportedly wants to prevent Vergara from destroying the embryos. Vergara spoke of freezing embryos with Loeb in a 2013 interview.
",0,"These are hallucinations because:
 Hallu_8. The sentence contains a contradiction where it first states ""Loeb says he filed the lawsuit and doesn't want money from his 'ex'"", which is correct according to the source document. However, it then incorrectly refers to Nick Loeb as the ""ex"" in ""Nick Loeb reportedly wants to prevent Vergara from destroying the embryos,"" when in fact Nick Loeb is the one filing the lawsuit, not the ex. The source document correctly identifies Loeb as the plaintiff and Vergara as the ex-fiancee. Additionally, the sentence is a bit disjointed, suggesting that Loeb doesn't want money from himself. The part about Vergara speaking of freezing embryos with Loeb in a 2013 interview is supported by the source document and is not a hallucination.",8,['8'],1
HaluSum000443-1,0,"Sofia Vergara is in a legal battle with her ex-fiance Nick Loeb over their frozen embryos, as Loeb wants to keep them and bring them to term. The couple had already used two surrogate mothers, and after failed implantations, decided to freeze the embryos. The lawsuit filed by Loeb will now have to be decided by a California court, where experts say it's a gray area of law because it's new. The case brings up issues such as when life begins and whether embryos are considered property. Vergara declined to comment and is currently promoting her new movie.",1,"These are hallucinations because:
 Hallu_7. The source document does not state that the couple decided to freeze the embryos after failed implantations; it only mentions that the implantations were not successful and that there is a legal battle over the embryos. The sentence implies a decision to freeze the embryos as a result of the failed implantations, which is not supported by the source document. Additionally, the source document does not explicitly state that the case will now have to be decided by a California court, although it does imply that courts usually get involved in such disagreements. The rest of the sentence is supported by the source document.",7,['7'],1
HaluSum000444-0,0,"April 20 marks 5 years since the BP oil spill. At the time, there were dire predictions for the environment. Today, it is still too soon to know the long-term impact.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions that five years after the spill, the long-term negative effects remain unclear and are, in many cases, highly disputed. The source document also states that it is too soon to make long-term conclusions about the health of the Gulf, which aligns with the sentence's claim that it is still too soon to know the long-term impact. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000444-1,0,"BP's oil spill in the Gulf of Mexico that occurred a few years ago has had no significant impact on the overall environment of the Gulf. Environmentalists were quite vocal at the time that there would be a catastrophic impact on wildlife populations, but it now appears there is nothing to worry about. In fact, the Gulf is now seeing a resurgence of amberjacks, hammerhead sharks, as well as other marine life.",1,"These are hallucinations because:
 Hallu_8. The grounding source does not support the claim that there has been no significant impact on the overall environment of the Gulf; instead, it states that the long-term negative effects remain unclear and are highly disputed. Additionally, the source mentions that environmental effects are likely to last for generations, which contradicts the claim that there is nothing to worry about. While the resurgence of marine life such as amberjacks and hammerhead sharks is mentioned, the source does not conclude that the Gulf has fully recovered, making the claim in the sentence unsupported.",8,['8'],1
HaluSum000445-0,0,"5 suspects arrested in attack on Kenyan campus, official says. Student tells CNN of smearing herself with blood to escape death. Al-Shabaab gunmen opened fire, and 147 people died.
",0,"These are hallucinations because:
 Hallu_12. The sentence is a summary of the events described in the source document and does not contain any hallucinated information. The source document confirms the arrest of five suspects, the student's tactic of smearing herself with blood, and the number of people who died in the attack.",12,['12'],0
HaluSum000445-1,0,"Kenyan police have arrested multiple suspects in Garissa, Kenya, following a horrifying scene at a university--victims were tied up and beheaded by attackers. Al-Shabaab militants are suspected.",1,"These are hallucinations because:
 Hallu_8. The source document does not mention victims being ""tied up and beheaded."" It states that most victims were shot from behind, in the back of the head. The claim of beheading contradicts the information provided in the source document.",8,['8'],1
HaluSum000446-0,0,"Police: Some suspects involved in Pakistan blast that killed, injured more than 300. Evidence suggests Vatican was discussed as a possible target in March 2010, police say. State news: Some members of alleged terrorist cell had direct contact with Osama bin Laden.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions that some of the suspects were involved in a Pakistani market bombing in 2009 where more than 300 people were killed and injured, and that there was evidence suggesting the Vatican was considered as a target around March 2010. It also states that some members of the terrorist cell had direct contact with Osama bin Laden. Therefore, the sentence is not hallucinated.",12,['12'],0
HaluSum000446-1,0,"Italian authorities have arrested 18 people suspected of planning terrorist attacks in Italy, Afghanistan, and Pakistan, including targeting the Vatican. Wiretaps revealed direct contact with Osama bin Laden and evidence of involvement in a 2009 market bombing in Pakistan. The suspects had also been involved in migrant trafficking and had an abundance of weapons and cash.",1,"These are hallucinations because:
 Hallu_12. The sentence provided is a summary of the information contained in the source document and does not contain any hallucinated information. The source document supports the claims about the suspects' plans for terrorist attacks, their contact with Osama bin Laden, their involvement in the 2009 market bombing, their involvement in migrant trafficking, and their possession of weapons and cash. Therefore, the sentence is not hallucinated and is supported by the source document.",12,['12'],0
HaluSum000447-0,0,"Collector says he bought the outfit as it was about to be thrown away. Vivien Leigh wore it in several key scenes in the 1939 movie.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Tumblin found the dress on the floor and was told it was going to be thrown away, and that Vivien Leigh wore it in several key scenes in the movie. Therefore, there is no hallucination present.",12,['12'],0
HaluSum000447-1,0,"The iconic Scarlett O'Hara dress from ""Gone With the Wind"" was sold for an astounding $137,000 at an auction. The faded gray ensemble was previously purchased for a meager $20, but the lucky collector cashed out on the bidding war. Vivien Leigh wore the outfit in scenes where she gets attacked in a shanty town, making it a highly sought after piece of memorabilia.",1,"These are hallucinations because:
 Hallu_1. The sentence is mostly supported by the source document, but the phrase ""lucky collector cashed out on the bidding war"" is not present in the source document and cannot be inferred from it. The source document does not mention a bidding war or characterize the collector as ""lucky.""",1,['1'],1
HaluSum000448-0,0,"African students and car enthusiasts are creating eco-friendly cars. Nigerian students will compete in an ""Eco-Marathon"" in May.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions that students from Ahmadu Bello University in Nigeria are working on an eco-friendly car called ""ABUCAR 2"" and will compete in the European leg of this year's Shell Eco-marathon in May. Therefore, the sentence is not a hallucination.",12,['12'],0
HaluSum000448-1,0,"African car enthusiasts are set to revolutionize the auto industry with their eco-friendly cars. Their innovative designs will be showcased at the Shell Eco-marathon in the Netherlands, where Nigerian students will unveil their fuel-efficient compact car, ABUCAR 2. The University of Lagos will also present their sleekly designed Autonov III, which uses solar battery power. The future looks bright for Africa's eco-friendly vehicles, with Makerere University in Uganda already producing the ""Kiira EV"", a two-seater electric car complete with luxury features such as leather seats and a CD player. Other inventors are even building hand-made electric SUVs.",1,"These are hallucinations because:
 Hallu_1. The sentence implies that the African car enthusiasts are set to revolutionize the auto industry with their eco-friendly cars, which is a broad claim not directly supported by the source document. The source document does mention innovative designs and participation in the Shell Eco-marathon, but it does not claim a revolution in the auto industry. Additionally, the source document does not state that the ""Kiira EV"" comes with luxury features such as leather seats and a CD player; it only mentions these features in the context of the design project's cost considerations. The mention of hand-made electric SUVs by Apostle Safo does not confirm that they are already being produced, as the sentence suggests.",1,['1'],1
HaluSum000449-0,0,"Ugandan Ashish Thakkar built a vast business empire. The entrepreneur says the answer to unemployment lies in nurturing small businesses. Africa's lack of legacy systems has sped up innovation on the continent.
",0,"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document. The source document states that Ashish Thakkar built his business empire from scratch, mentions his focus on nurturing small and medium enterprises as a solution to unemployment, and discusses Africa's lack of legacy systems as an advantage for innovation. Therefore, the sentence does not contain hallucinated information.",12,['12'],0
HaluSum000449-1,0,"Ashish Thakkar, Africa's youngest billionaire, believes entrepreneurship should be taught in Africa's education system for the future growth of the continent. With the ease of doing business on the continent and the abundance of legacy systems, mobile phone penetration has overtaken North America and Western Europe.",1,"These are hallucinations because:
 Hallu_7 and Hallu_8. The source document does mention that Ashish Thakkar is passionate about entrepreneurship and its importance for the future growth of the continent, but it does not explicitly state that he believes it should be taught in Africa's education system. Additionally, the source document states that Africa does not have an abundance of legacy systems, which is the opposite of what the sentence claims. The correct information from the source is that Africa's advantage is the lack of legacy systems, which has allowed it to leapfrog into mobile telephony.",7,"['7', '8']",1
HaluSum000450-0,0,"A top official with President Dilma Rousseff's ruling party is arrested in bribery probe. Joao Vaccari Neto denies wrongdoing, says all donations were legal. Hundreds of thousands of Brazilians have protested against Rousseff in the last few months.
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is a summary of the source document and does not contain any hallucinated information. All the points mentioned in the sentence are supported by the source document: Joao Vaccari Neto's arrest and his denial of wrongdoing, as well as the protests against Rousseff.",12,['12'],0
HaluSum000450-1,0,Brazilian President Dilma Rousseff has been implicated in the bribery scandal at Petrobras after the arrest of her treasurer. Joao Vaccari Neto has been accused of corruption and money laundering and admitted to accepting large sums of money from construction companies. The scandal has caused Rousseff's approval rating to plummet and has led to continued protests across the country.,1,"These are hallucinations because:
 Hallu_8. The grounding source states that Rousseff herself has not been implicated, which contradicts the claim in the sentence that she has been implicated. Additionally, the source does not mention that Joao Vaccari Neto admitted to accepting large sums of money from construction companies; instead, it states that he has denied any wrongdoing.",8,['8'],1
HaluSum000451-0,0,"Miller: The former secretary of state has to decide whether she's going to differ with Barack Obama's handling of foreign policy. He says her experience overseas could be an asset as long as she doesn't get ensnared by controversy over Obama policies.
",0,"These are hallucinations because:
 Hallu_12. The sentence provided is supported by the source document, which discusses how Clinton will need to balance her association with Obama's foreign policy and define her own approach. The source document also mentions that her experience at the State Department should be an advantage in the campaign. Therefore, the sentence does not contain a hallucination as per the provided categories.",12,['12'],0
