EncounterID	SentenceID	Sentence	IsHallucination	GPTreason	GPTReasonCategoryLast	GPTReasonCategoryAll
HaluQA000342-0	0	American actor, Peter Hansen, best known for his role on General Hospital, also starred in The War of the Roses with American film and stage actress and director who has won how many Golden Globe Awards? The answer is  two	0	"These are hallucinations because:
 Hallu_10. The sentence uses a template that asks for a specific number of awards won by Kathleen Turner, which is correct as per the source document. However, the sentence is structured as if it is asking a question within a statement, which is not supported by the source document. The source document simply states the facts without posing a question."	10	['10']
HaluQA000342-1	0	American actor, Peter Hansen, best known for his role on General Hospital, also starred in The War of the Roses with American film and stage actress and director who has won how many Golden Globe Awards? The answer is  Kathleen Turner has won three Golden Globe Awards.	1	"These are hallucinations because:
 Hallu_2. The source document states that Kathleen Turner has won two Golden Globe Awards, but the sentence incorrectly claims she has won three."	2	['2']
HaluQA000343-0	0	Arthur Noss won a Military Cross as the gunner of a soldier born in which year ? The answer is  1892	0	"These are hallucinations because:
 Hallu_1. The source document does not mention anyone named Arthur Noss, nor does it confirm that he won a Military Cross as Keith Park's gunner. The year 1892 is correct in relation to Keith Park's birth year, but the rest of the sentence is not supported by the source document."	1	['1']
HaluQA000343-1	0	Arthur Noss won a Military Cross as the gunner of a soldier born in which year ? The answer is  Arthur Noss won a Military Cross as the gunner of a soldier born in 1889.	1	"These are hallucinations because:
 Hallu_2. The source document states that Keith Park was born on ""15 June 1892"", but the sentence incorrectly claims the soldier was born in ""1889"". This is a contradiction in numeric value."	2	['2']
HaluQA000344-0	0	"Who produced the movie that ""Puss in Boots: The Three Diablos"" is the sequel of? The answer is  DreamWorks Animation"	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""Puss in Boots is a 2011 American 3D computer-animated fantasy action comedy film produced by DreamWorks Animation."" Therefore, the answer provided in the sentence is correct and not a hallucination."	12	['12']
HaluQA000344-1	0	"Who produced the movie that ""Puss in Boots: The Three Diablos"" is the sequel of? The answer is  ""Puss in Boots: The Three Diablos"" sequel producer: Pixar."	1	"These are hallucinations because:
 Hallu_8. The grounding source states that ""Puss in Boots"" was produced by DreamWorks Animation, not Pixar. The sentence incorrectly claims that Pixar produced the movie that ""Puss in Boots: The Three Diablos"" is the sequel of."	8	['8']
HaluQA000345-0	0	On which former estate was the venue of Aloha from Hawaii Via Satellite located? The answer is  Ward Estate	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states, ""Constructed in 1964 on the historic Ward Estate,"" confirming that the venue was indeed located on the Ward Estate."	12	['12']
HaluQA000345-1	0	On which former estate was the venue of Aloha from Hawaii Via Satellite located? The answer is  The venue of Aloha from Hawaii Via Satellite was located on the Presley Estate.	1	"These are hallucinations because:
 Hallu_8. The source document states that the concert took place at the Honolulu International Center, which was constructed on the historic Ward Estate. The response sentence incorrectly claims that the venue was located on the Presley Estate."	8	['8']
HaluQA000346-0	0	Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi? The answer is  Washington, D.C.	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""Dischord Records is a Washington, D.C.-based independent record label"" and also mentions that MacKaye, the frontman of Minor Threat and Fugazi, is the co-founder and owner of Dischord Records. Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000346-1	0	Where is the record company based that was co founded by the frontman of Minor Threat and Fugazi? The answer is  The record company was founded in Virginia.	1	"These are hallucinations because:
 Hallu_2. The grounding source states that Dischord Records is a ""Washington, D.C.-based independent record label,"" which contradicts the claim in the sentence that the record company was founded in Virginia."	2	['2']
HaluQA000347-0	0	"Kiawah Island, South Carolina was mentioned in ""Porgy and Bess,"" composed by the man best known for which other 1924 orchestral composition? The answer is  Rhapsody in Blue"	0	"These are hallucinations because:
 Hallu_1. The source document does not mention Kiawah Island, South Carolina as being mentioned in ""Porgy and Bess."" It only provides alternative spellings and variants of the name related to the novel and opera."	1	['1']
HaluQA000347-1	0	"Kiawah Island, South Carolina was mentioned in ""Porgy and Bess,"" composed by the man best known for which other 1924 orchestral composition? The answer is  Gershwin’s “An American in Paris” was the 1924 orchestral composition."	1	"These are hallucinations because:
 Hallu_2. The source document states that ""Rhapsody in Blue"" was the orchestral composition from 1924, not ""An American in Paris,"" which was composed in 1928. The sentence incorrectly identifies ""An American in Paris"" as the 1924 composition."	2	['2']
HaluQA000348-0	0	"Richard Yates published a work by the name of ""Eleven Kinds of Loneliness"", one of Italo Calvino's best known works was of the same genre and named what? The answer is  ""Cosmicomics"""	0	"These are hallucinations because:
 Hallu_1. The source document does not mention Richard Yates or compare his work to Italo Calvino's. The sentence implies a comparison that is not present in the source document."	1	['1']
HaluQA000348-1	0	"Richard Yates published a work by the name of ""Eleven Kinds of Loneliness"", one of Italo Calvino's best known works was of the same genre and named what? The answer is  Italo Calvino's best known work is ""The Lonely Eleven."""	1	"These are hallucinations because:
 Hallu_8. The source document does not mention a work by Italo Calvino named ""The Lonely Eleven."" It mentions ""Eleven Kinds of Loneliness"" as a short story collection, which is attributed to Richard Yates and not Italo Calvino. The sentence fabricates a title that does not exist in the source document."	8	['8']
HaluQA000349-0	0	Extras, is a British sitcom about extras working in television, film, and theatre, the series was co-produced by the BBC and HBO and was created, written, and directed by Ricky Dene Gervais, an English comedian, actor, writer, producer, director, singer, and musician, born on which date? The answer is  25 June 1961	0	"These are hallucinations because:
 Hallu_5. The sentence incorrectly attributes the creation, writing, and directing of the series solely to Ricky Gervais, while the source document states it was also done by Stephen Merchant. The rest of the information about Ricky Gervais and his birth date is correct as per the source document."	5	['5']
HaluQA000349-1	0	Extras, is a British sitcom about extras working in television, film, and theatre, the series was co-produced by the BBC and HBO and was created, written, and directed by Ricky Dene Gervais, an English comedian, actor, writer, producer, director, singer, and musician, born on which date? The answer is  Ricky Dene Gervais was born on June 25th.	1	"These are hallucinations because:
 Hallu_1. The source document does not mention the sitcom ""Extras"" or provide any details about it. The birthdate of Ricky Dene Gervais is correctly stated in the source document, but the context of the sitcom ""Extras"" is not supported by the provided source."	1	['1']
HaluQA000350-0	0	Are Patrick White and Katherine Anne Porter both writers? The answer is  yes	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Patrick White was an Australian writer and Katherine Anne Porter was an American journalist, essayist, short story writer, novelist, and political activist. Both are indeed writers."	12	['12']
HaluQA000350-1	0	Are Patrick White and Katherine Anne Porter both writers? The answer is  No, only Patrick White was an author.	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that both Patrick White and Katherine Anne Porter were writers, contradicting the claim in the sentence that only Patrick White was an author."	8	['8']
HaluQA000351-0	0	Who directed a 2016 musical filmed in Howth? The answer is  John Carney	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""Sing Street is a 2016 musical coming-of-age comedy-drama film co-written, co-produced and directed by John Carney."" Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000351-1	0	Who directed a 2016 musical filmed in Howth? The answer is  The musical film in Howth was directed by John Carpenter.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that ""Sing Street"" was directed by John Carney, not John Carpenter. The claim about the director's name contradicts the information in the source document."	8	['8']
HaluQA000352-0	0	Son of Paleface starred the comedian and vaudevilian of what nationality? The answer is  American	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that Bob Hope was an American comedian and vaudevillian, and he starred in ""Son of Paleface."""	12	['12']
HaluQA000352-1	0	Son of Paleface starred the comedian and vaudevilian of what nationality? The answer is  Russian-born American	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Bob Hope was an ""American comedian, vaudevillian, actor, singer, dancer, athlete and author,"" which contradicts the claim that he was Russian-born."	8	['8']
HaluQA000353-0	0	What television series did the actor that Penny Layden performed with in The Libertine star in and subsequently became a teen idol? The answer is  21 Jump Street	0	"These are hallucinations because:
 Hallu_1. The source document does not support the claim that Penny Layden performed with the actor from ""21 Jump Street"" in ""The Libertine."" It only states that she performed in ""The Libertine"" and mentions Johnny Depp separately without indicating that he is the actor from ""21 Jump Street"" who became a teen idol."	1	['1']
HaluQA000353-1	0	What television series did the actor that Penny Layden performed with in The Libertine star in and subsequently became a teen idol? The answer is  The actor that Penny Layden performed with in The Libertine starred in a teen drama series about high school undercover cops.	1	"These are hallucinations because:
 Hallu_1. The source document does not provide the name of the television series that the actor Penny Layden performed with in The Libertine starred in, nor does it confirm that the series was specifically about high school undercover cops. The source only mentions that he became a teen idol from a television series in the 1980s, which is known to be ""21 Jump Street"" but this is not explicitly stated in the source document."	1	['1']
HaluQA000354-0	0	What network did the show on which Kim Roberts played Neeva air on? The answer is  FX	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""The Strain is an American horror drama television series that premiered on FX on July 13, 2014,"" and Kim Roberts played Neeva in ""The Strain."" Therefore, the answer FX is correct and not a hallucination."	12	['12']
HaluQA000354-1	0	What network did the show on which Kim Roberts played Neeva air on? The answer is  The show on which Kim Roberts played Neeva aired on HBO.	1	"These are hallucinations because:
 Hallu_6. The grounding source states that ""The Strain"" premiered on FX, but the response sentence incorrectly claims that the show aired on HBO."	6	['6']
HaluQA000355-0	0	Which rivalry were involved in the chant referring to the United Kingdom's Victories of the First and Second World War? The answer is  England and West Germany	0	"These are hallucinations because:
 Hallu_1. The source document does not explicitly state that the chant refers to the United Kingdom's victories in the First and Second World War, even though it may be inferred from the context. The sentence presents it as a factual answer, but this specific connection is not grounded in the provided source document."	1	['1']
HaluQA000355-1	0	Which rivalry were involved in the chant referring to the United Kingdom's Victories of the First and Second World War? The answer is  The chant refers to the rivalry between England and France.	1	"These are hallucinations because:
 Hallu_8. The grounding source specifies the rivalry as being between England and Germany, not England and France."	8	['8']
HaluQA000356-0	0	Marpessa Hennink modeled fashions created by which two Dolce & Gabbana founders and designers? The answer is  Domenico Dolce and Stefano Gabbana.	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that Dolce & Gabbana was founded by Italian designers Domenico Dolce and Stefano Gabbana, and Marpessa Hennink is known for her collaborations with the fashion house."	12	['12']
HaluQA000356-1	0	Marpessa Hennink modeled fashions created by which two Dolce & Gabbana founders and designers? The answer is  Marpessa Hennink modeled two Dolce & Gabbana designers.	1	"These are hallucinations because:
 Hallu_10. The sentence is structured as a question followed by an answer, but the answer provided is a template sentence that does not actually name the two founders and designers of Dolce & Gabbana, which are Domenico Dolce and Stefano Gabbana as stated in the source document. Instead, it repeats the phrase ""modeled two Dolce & Gabbana designers"" which does not make factual sense and does not provide the information requested by the question."	10	['10']
HaluQA000357-0	0	Formally the Games of the XXX Olympiad what sports event did Dirkie Chamberlain represent her country? The answer is  2012 Summer Olympics	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Dirkie Chamberlain competed with the South Africa women's national field hockey team in the women's tournament at the 2012 Summer Olympics. The sentence is a rephrased version of the information provided in the source document and does not contain any hallucinated information."	12	['12']
HaluQA000357-1	0	Formally the Games of the XXX Olympiad what sports event did Dirkie Chamberlain represent her country? The answer is  Dirkie Chamberlain represented South Africa in a field hockey tournament in 2016.	1	"These are hallucinations because:
 Hallu_2. The source document states that Dirkie Chamberlain competed in the 2012 Summer Olympics, but the sentence incorrectly states she represented South Africa in a field hockey tournament in 2016, which is a contradiction in numeric value (the year of the event)."	2	['2']
HaluQA000358-0	0	"""Touch"" is a song from an album released under which labels ? The answer is  Syco Music and Columbia Records"	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that ""Touch"" was released by Syco Music and Columbia Records."	12	['12']
HaluQA000358-1	0	"""Touch"" is a song from an album released under which labels ? The answer is  ""Touch"" is a song from ""Glory Days"" album, released under Syco Music and Columbia Records."	1	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that ""Touch"" is a song from their studio album ""Glory Days"" and was released by Syco Music and Columbia Records."	12	['12']
HaluQA000359-0	0	When was the stadium Wollongong Wolves Football Club plays at opened? The answer is  1911	0	"These are hallucinations because:
 Hallu_12. The sentence is not a hallucination; it is supported by the source document which states, ""The stadium was officially opened in 1911."""	12	['12']
HaluQA000359-1	0	When was the stadium Wollongong Wolves Football Club plays at opened? The answer is  The stadium was opened in 1912.	1	"These are hallucinations because:
 Hallu_2. The source document states that the stadium was officially opened in 1911, but the sentence claims it was opened in 1912, which is a contradiction in numeric value."	2	['2']
HaluQA000360-0	0	Irma Pamela Hall, an American actress who has appeared in numerous films and television shows since the 1970s, and is best known for playing matriarchal figures including in which 2004 American black comedy thriller film directed by Joel and Ethan Coen? The answer is  The Ladykillers	0	"These are hallucinations because:
 Hallu_1. The source document does not mention the name ""Irma Pamela Hall"" or her acting career since the 1970s, nor does it pose a question that requires an answer. The sentence introduces additional information not present in the source document."	1	['1']
HaluQA000360-1	0	Irma Pamela Hall, an American actress who has appeared in numerous films and television shows since the 1970s, and is best known for playing matriarchal figures including in which 2004 American black comedy thriller film directed by Joel and Ethan Coen? The answer is  Irma Pamela Hall is known for playing matriarchal figures in various movies, including The Ladykillers.	1	"These are hallucinations because:
 Hallu_1. The source document does not provide the full name ""Irma Pamela Hall,"" nor does it mention her acting career starting in the 1970s or her appearances in television shows. The source only mentions her being known for playing matriarchal figures in specific films, including ""The Ladykillers."""	1	['1']
HaluQA000361-0	0	From an Andrey Zvyagintsev drama, which American city did the actual events upon which the drama is based take place? The answer is  Granby, Colorado	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which mentions Marvin Heemeyer's actions in Granby, Colorado, and thus is not a hallucination."	12	['12']
HaluQA000361-1	0	From an Andrey Zvyagintsev drama, which American city did the actual events upon which the drama is based take place? The answer is  The drama was based on an actual event that occurred in an unknown American city.	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that the actual events took place in Granby, Colorado, which contradicts the response sentence claiming the city is unknown."	8	['8']
HaluQA000362-0	0	Alan Furst and Lee Child are what? The answer is  is a British author	0	"These are hallucinations because:
 Hallu_5. The grounding source states that Alan Furst is an American author, not British. The sentence incorrectly groups Alan Furst as a British author, which is actually the nationality of Lee Child."	5	['5']
HaluQA000362-1	0	Alan Furst and Lee Child are what? The answer is  Alan Furst and Lee Child are both authors.	1	"These are hallucinations because:
 Hallu_12. The sentence ""Alan Furst and Lee Child are both authors"" is supported by the source document, which states that Alan Furst is an American author of historical spy novels and Lee Child is a British author who writes thriller novels. Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000363-0	0	Tenth Avenue Freeze-Out  is the second song on which of Bruce Springsteen's breakthrough album, that is the third studio album by American singer-songwriter Bruce Springstee? The answer is  Born to Run	0	"These are hallucinations because:
 Hallu_12. The sentence is a rephrased question based on the information provided in the source document and the answer given is directly supported by the source document. Therefore, it is not a hallucination."	12	['12']
HaluQA000363-1	0	"Tenth Avenue Freeze-Out  is the second song on which of Bruce Springsteen's breakthrough album, that is the third studio album by American singer-songwriter Bruce Springstee? The answer is  ""Tenth Avenue Freeze-Out"" is not on any Bruce Springsteen album."	1	"These are hallucinations because:
 Hallu_8. The grounding source clearly states that ""Tenth Avenue Freeze-Out"" is the second song on Bruce Springsteen's album ""Born to Run"", which contradicts the claim in the sentence that it is not on any Bruce Springsteen album."	8	['8']
HaluQA000364-0	0	What New York county is Hartland Swamp Wildlife Management Area located in? The answer is  Niagara County	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states that Hartland Swamp WMA is located in Niagara County."	12	['12']
HaluQA000364-1	0	What New York county is Hartland Swamp Wildlife Management Area located in? The answer is  Hartland Swamp WMA is in Orleans County.	1	"These are hallucinations because:
 Hallu_2. The source document states that Hartland Swamp WMA is located in Niagara County, but the sentence incorrectly claims it is in Orleans County. This is a contradiction in numeric value (in this case, geographic location)."	2	['2']
HaluQA000365-0	0	In what city did Duane Swank get his PhD? The answer is  Evanston, Illinois	0	"These are hallucinations because:
 Hallu_2. The source document states that Duane Swank received his Ph.D. at Northwestern University, but it does not specify the city. The sentence incorrectly assumes that it was Evanston, Illinois, which is where Northwestern University is based, but this is not explicitly stated in the source document."	2	['2']
HaluQA000365-1	0	In what city did Duane Swank get his PhD? The answer is  Duane Swank got his PhD from Northwestern University.	1	"These are hallucinations because:
 Hallu_1. The source document does not specify the city where Duane Swank received his Ph.D., only that he received it from Northwestern University. The sentence adds information about the city that is not present in the source document."	1	['1']
HaluQA000366-0	0	Which publication is published more often: Modern Drummer or Bookmarks? The answer is  Modern Drummer	0	"These are hallucinations because:
 Hallu_2. The source document states that ""Modern Drummer is a monthly publication"" and ""Bookmarks is a bimonthly publication,"" which means Modern Drummer is published more frequently. However, the sentence does not contradict this information; therefore, it is not a hallucination."	2	['2']
HaluQA000366-1	0	Which publication is published more often: Modern Drummer or Bookmarks? The answer is  Bookmarks is published more frequently.	1	"These are hallucinations because:
 Hallu_2. The source document states that ""Modern Drummer is a monthly publication"" and ""Bookmarks is a bimonthly American literary magazine,"" which means Modern Drummer is published more frequently than Bookmarks. The sentence incorrectly claims that Bookmarks is published more frequently, which is a contradiction in numeric value."	2	['2']
HaluQA000367-0	0	Which actress plays both Iris Carr in The Lady Vanishes, and Riley Blue in Sense8? The answer is  Tuppence Middleton	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Tuppence Middleton played Iris Carr in ""The Lady Vanishes"" and Riley Blue in ""Sense8."""	12	['12']
HaluQA000367-1	0	Which actress plays both Iris Carr in The Lady Vanishes, and Riley Blue in Sense8? The answer is  Tuppence Middleton stars in both shows.	1	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Tuppence Middleton played Iris Carr in ""The Lady Vanishes"" and Riley Blue in ""Sense8""."	12	['12']
HaluQA000368-0	0	Mindless Self Indulgence and Tappi Tíkarrass are both what? The answer is  band	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that both Mindless Self Indulgence and Tappi Tíkarrass are bands."	12	['12']
HaluQA000368-1	0	Mindless Self Indulgence and Tappi Tíkarrass are both what? The answer is  Mindless Self Indulgence and Tappi Tíkarrass are both musical groups.	1	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which mentions both Mindless Self Indulgence and Tappi Tíkarrass as bands, which are types of musical groups."	12	['12']
HaluQA000369-0	0	Tothill Fields was an 18th-century area of Westminster in the county of Middlesex, a historic county in south-east region of which country? The answer is  England	0	"These are hallucinations because:
 Hallu_12. The sentence is actually supported by the source document, which states that Middlesex is a historic county in south-east England, and Tothill Fields was an area in Westminster, Middlesex. Therefore, the answer ""England"" is correct and not a hallucination."	12	['12']
HaluQA000369-1	0	Tothill Fields was an 18th-century area of Westminster in the county of Middlesex, a historic county in south-east region of which country? The answer is  Tothill Fields was an 18th-century area of Westminster in the county of Middlesex, a historic county in Scotland.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Middlesex is a historic county in south-east England, not Scotland."	8	['8']
HaluQA000370-0	0	What quarterback for the Atlanta Falcons did Baker Mayfield win the starting job at Oklahoma over? The answer is  Trevor Knight	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Mayfield won the starting quarterback job over Trevor Knight, who is mentioned as a quarterback for the Atlanta Falcons."	12	['12']
HaluQA000370-1	0	What quarterback for the Atlanta Falcons did Baker Mayfield win the starting job at Oklahoma over? The answer is  Baker Mayfield won the starting job at Oklahoma over Tom Brady.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Baker Mayfield won the starting quarterback job over Cody Thomas and Trevor Knight, not Tom Brady. Tom Brady is not mentioned in the source document in relation to the starting quarterback job at Oklahoma."	8	['8']
HaluQA000371-0	0	Terenzo is a city in the Province of Parma, which region of Italy is Terenzo located in? The answer is  northern Italian region	0	"These are hallucinations because:
 Hallu_1. The source document specifies that Terenzo is a ""comune"" (municipality), not a city, and while it does mention that it is located in the Italian region Emilia-Romagna, it does not explicitly state that it is in the ""northern Italian region."" The sentence assumes a specific regional location that is not supported by the source document."	1	['1']
HaluQA000371-1	0	Terenzo is a city in the Province of Parma, which region of Italy is Terenzo located in? The answer is  Terenzo is situated in the central part of Italy.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Terenzo is located about 100 km west of Bologna and about 30 km southwest of Parma in the Emilia-Romagna region, which is in the northern part of Italy. The response sentence incorrectly claims that Terenzo is situated in the central part of Italy."	8	['8']
HaluQA000372-0	0	When was the  Prime Minister of India after which V. K. Krishna Menon was regarded as the second most powerful man in India born?   The answer is  14 November 1889	0	"These are hallucinations because:
 Hallu_12. The sentence is asking for the birth date of the Prime Minister after whom V. K. Krishna Menon was regarded as the second most powerful man in India, and it provides the correct birth date of Jawaharlal Nehru, who was the first Prime Minister of India. The sentence is supported by the source document, which states ""Jawaharlal Nehru ( ; ; 14 November 1889 – 27 May 1964) was the first Prime Minister of India"". Therefore, there is no hallucination present in this sentence."	12	['12']
HaluQA000372-1	0	When was the  Prime Minister of India after which V. K. Krishna Menon was regarded as the second most powerful man in India born?   The answer is  V.K. Krishna Menon was born on 3 May 1896, which is after the birth of the first Prime Minister of India.	1	"These are hallucinations because:
 Hallu_2. The source document states that Jawaharlal Nehru was born on 14 November 1889, which is before the birth of V.K. Krishna Menon on 3 May 1896. The sentence incorrectly suggests that Menon was born after Nehru."	2	['2']
HaluQA000373-0	0	The Colombian airline that has been the national airline and flag carrier of Colombia since 1919 is wholly owned by a company headquartered in what country? The answer is  Brazil	0	"These are hallucinations because:
 Hallu_8. The grounding source states that Avianca is wholly owned by Synergy Group S.A., which is headquartered in Rio de Janeiro, Brazil. However, the sentence implies that the airline itself is headquartered in Brazil, which is a contradiction. The airline is Colombian, not Brazilian."	8	['8']
HaluQA000373-1	0	The Colombian airline that has been the national airline and flag carrier of Colombia since 1919 is wholly owned by a company headquartered in what country? The answer is  The Colombian airline is owned by Argentina.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Avianca is ""wholly owned by Synergy Group S.A."", and that the group is headquartered in ""Rio de Janeiro, Brazil"", not Argentina."	8	['8']
HaluQA000374-0	0	What is the approximate population of the country that Koularo lies in? The answer is  1 million	0	"These are hallucinations because:
 Hallu_2. The source document states that Togo has a population of approximately 1 million, but the ""/1e6 round"" notation suggests that the number should be rounded to the nearest million, which is not explicitly stated in the source document. The sentence provides a specific number, 1 million, which could be a rounding of the actual population figure, but this specific rounding instruction is not supported by the source document."	2	['2']
HaluQA000374-1	0	What is the approximate population of the country that Koularo lies in? The answer is  Koularo is the only village in Togo with a population of 1 million.	1	"These are hallucinations because:
 Hallu_5. The source document states that Togo has a population of approximately 1 million, but it does not specify that Koularo is the only village with this population. The sentence incorrectly categorizes Koularo as having the entire population of Togo."	5	['5']
HaluQA000375-0	0	"What actor in Holding the Fort is also known for being a television presenter for shows ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes""? The answer is  Matthew Kelly"	0	"These are hallucinations because:
 Hallu_1. The source document does not provide any information about Matthew Kelly being a television presenter for the shows ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes"". Therefore, the claim in the sentence cannot be verified by the source document."	1	['1']
HaluQA000375-1	0	"What actor in Holding the Fort is also known for being a television presenter for shows ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes""? The answer is  Peter Davison was in Holding the Fort and also hosted ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes""."	1	"These are hallucinations because:
 Hallu_8. The grounding source mentions that Matthew Kelly, not Peter Davison, was the television presenter of ""Game for a Laugh"", ""You Bet!"" and ""Stars in Their Eyes"". The sentence incorrectly attributes this role to Peter Davison."	8	['8']
HaluQA000376-0	0	"What other band was featured on the cover page of the Alternative Press magazine for the ""100 Bands You Need to Know in 2010"" alongside The Cab discography and Never Shout Never?  The answer is  Hey Monday"	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that The Cab, Never Shout Never, and Hey Monday were the three bands featured on the cover page of the ""100 Bands You Need to Know in 2010"" by ""Alternative Press"" magazine."	12	['12']
HaluQA000376-1	0	"What other band was featured on the cover page of the Alternative Press magazine for the ""100 Bands You Need to Know in 2010"" alongside The Cab discography and Never Shout Never?  The answer is  All Time Low"	1	"These are hallucinations because:
 Hallu_1. The source document does not mention All Time Low as one of the bands featured on the cover page of the ""Alternative Press"" magazine for the ""100 Bands You Need to Know in 2010"". It only mentions The Cab and Never Shout Never, along with Hey Monday."	1	['1']
HaluQA000377-0	0	In what year did the English actor from the film The System die? The answer is  1999	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document which states ""Robert Oliver Reed (13 February 1938 – 2 May 1999)"" indicating the year of death as 1999."	12	['12']
HaluQA000377-1	0	In what year did the English actor from the film The System die? The answer is  Robert Oliver Reed died in 1998.	1	"These are hallucinations because:
 Hallu_2. The source document states that Robert Oliver Reed died on ""2 May 1999,"" but the sentence incorrectly claims he died in ""1998,"" which is a contradiction in numeric value."	2	['2']
HaluQA000378-0	0	One of the football forwards who plays for SC Pinkafeld is from which European country that borders Austria? The answer is  Slovenia	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Anže Jelar is a Slovenian football forward and that Slovenia borders Austria."	12	['12']
HaluQA000378-1	0	One of the football forwards who plays for SC Pinkafeld is from which European country that borders Austria? The answer is  The football forward is from Croatia.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Anže Jelar is a Slovenian football forward, which means he is from Slovenia. The sentence incorrectly claims that the football forward is from Croatia, which contradicts the information in the source document."	8	['8']
HaluQA000379-0	0	What is the birthdate of this Count of Luxembourg and King of Bohemia, who was father of Psalter of Bonne de Luxembourg? The answer is  10 August 1296	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states ""John the Blind (Luxembourgish: ""Jang de Blannen""; German: ""Johann der Blinde von Luxemburg""; ; 10 August 1296 – 26 August 1346) was the Count of Luxembourg from 1309 and King of Bohemia from 1310 and titular King of Poland."" The birthdate given in the sentence, 10 August 1296, matches the information provided in the source document."	12	['12']
HaluQA000379-1	0	What is the birthdate of this Count of Luxembourg and King of Bohemia, who was father of Psalter of Bonne de Luxembourg? The answer is  The Count of Luxembourg and King of Bohemia who was the father of Psalter of Bonne de Luxembourg was born in 1309.	1	"These are hallucinations because:
 Hallu_2. The source document states that John the Blind was born on ""10 August 1296"", but the response sentence incorrectly states that he was born in ""1309"". This is a contradiction in numeric value."	2	['2']
HaluQA000380-0	0	Are both Simon Wincer and Patrice Leconte film directors? The answer is  yes	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that both Simon Wincer and Patrice Leconte are film directors. Therefore, the sentence is not a hallucination."	12	['12']
HaluQA000380-1	0	Are both Simon Wincer and Patrice Leconte film directors? The answer is  Simon Wincer is a film producer.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that Simon Wincer is both a film director and film producer, while the sentence incorrectly claims that Simon Wincer is only a film producer."	8	['8']
HaluQA000381-0	0	Who wrote the song that was sung to the famous tune of the composer known as the Father of the Symphony? The answer is  Ottokar Kernstock	0	"These are hallucinations because:
 Hallu_12. The sentence is supported by the source document, which states that Ottokar Kernstock wrote the song sung to the tune by Joseph Haydn, who is known as the ""Father of the Symphony."""	12	['12']
HaluQA000381-1	0	Who wrote the song that was sung to the famous tune of the composer known as the Father of the Symphony? The answer is  The song was composed by Beethoven.	1	"These are hallucinations because:
 Hallu_8. The grounding source states that the song was written by Ottokar Kernstock and sung to the tune by Joseph Haydn, not Beethoven. The claim that Beethoven composed the song contradicts the information in the source document."	8	['8']
HaluQA000382-0	0	what the real name of the welsh electronic music producer DJ who have been visited the night club called Flex in vienna hundreds of times? The answer is  Lincoln Barrett	0	"These are hallucinations because:
 Hallu_1. The source document does not support the claim that Lincoln Barrett has visited the nightclub ""Flex in Vienna hundreds of times."" It only mentions that there have been hundreds of visits from various drum and bass DJs, including High Contrast, which is Lincoln Barrett's stage name."	1	['1']
